iata,icao,name,location,latitude,longitude,website,city,country,country_iso,phone
LPI,ESSL,Linköping/Saab Airport,"Linköping, Sweden",58.40744,15.657141,http://www.linkopingcityairport.se/,,Sweden,SE,+46 13 26 28 00
PRS,,Parasi Airport,"Parasi, Solomon Islands",0.0,0.0,,,,,
AFR,AYAF,Afore Airport,"Afore, Papua New Guinea",0.0,0.0,,,,,
AHI,WAPA,Amahai Airport,"Amahai, Indonesia",-3.3462732,128.92741,,,Indonesia,ID,+62 298 675663
CMU,AYCH,Chimbu Airport,"Kundiawa, Papua New Guinea",-6.023886,144.97047,,Kundiawa,Papua New Guinea,PG,
FNB,ETNU,Neubrandenburg Airport,"Neubrandenburg, Mecklenburg-Vorpommern, Germany",53.601776,13.305677,http://www.flughafen-neubrandenburg.de/,Trollenhagen,Germany,DE,+49 395 45540
FNC,LPMA,Madeira Airport,"Funchal, Madeira, Portugal",32.695797,-16.775873,https://www.aeroportomadeira.pt/pt/fnc/home,"Santa Cruz, Madeira",Portugal,PT,+351 291 520 700
HLT,YHML,Hamilton Airport,"Hamilton, Victoria, Australia",43.17167,-79.927666,http://flyhamilton.ca/,Hamilton,Canada,CA,+1 905-679-1999
MQU,SKQU,Mariquita Airport,"Mariquita, Colombia",5.206792,-74.88557,http://www.aerocivil.gov.co/,Mariquita,Colombia,CO,
ADD,HAAB,Bole International Airport,"Addis Ababa, Ethiopia",8.980069,38.79893,http://addisairport.com/,Addis Ababa,Ethiopia,ET,+251 11 665 6666
DVD,,Andavadoaka Airport,"Andavadoaka, Madagascar",-21.752928,43.37549,,Morombe,Madagascar,MG,
MRB,KMRB,Eastern WV Regional Airport (Shepherd Field),"Martinsburg, West Virginia, United States",39.40274,-77.98297,http://www.wvairport.org/,Martinsburg,United States,US,+1 304-263-2106
MRO,NZMS,Hood Aerodrome,"Masterton, New Zealand",-40.972004,175.64038,http://hoodaerodrome.org.nz/,Masterton,New Zealand,NZ,+64 27 606 0190
MRQ,RPUW,Marinduque Airport,"Marinduque Island, Philippines",13.358259,121.827614,http://www.marinduque.gov.ph/,Gasan,Philippines,PH,+63 42 332 1002
MTO,KMTO,Coles County Memorial Airport,"Mattoon / Charleston, Illinois, United States",39.47887,-88.27948,,Mattoon,United States,US,+1 217-234-7120
MSO,KMSO,Missoula International Airport,"Missoula, Montana, United States",46.918594,-114.08588,http://www.flymissoula.com/,Missoula,United States,US,+1 406-728-4381
MSP,KMSP,Minneapolis–Saint Paul International Airport (Wold–Chamberlain Field),"Minneapolis / St Paul, Minnesota, United States",44.884754,-93.22228,http://www.mspairport.com/,,United States,US,+1 612-726-5555
MSQ,UMMS,Minsk National Airport,"Minsk, Belarus",53.889202,28.034235,http://airport.by/,Minsk,Belarus,BY,+375 17 279-13-00
LPG,SADL,La Plata Airport,"La Plata, Buenos Aires, Argentina",37.150608,-107.75326,http://www.durangogov.org/index.aspx?nid=202,Durango,United States,US,+1 970-382-6050
LPJ,SVAS,Armando Schwarck Airport,"Los Pijiguaos, Venezuela",0.0,0.0,,,,,
LPK,UUOL,Lipetsk Airport,"Lipetsk, Lipetsk Oblast, Russia",52.6981,39.524612,http://lipetsk-airport.ru/,Kuz'minskiye Otverzhki,Russia,RU,+7 474 238-14-01
YNE,CYNE,Norway House Airport,"Norway House, Manitoba, Canada",53.958,-97.844406,http://www.gov.mb.ca/mit/namo/air/airports.html,Norway House,Canada,CA,+1 204-359-6702
LPO,KPPO,La Porte Municipal Airport (FAA: PPO),"La Porte, Indiana, United States",29.66917,-95.064316,http://airnav.com/airport/t41,La Porte,United States,US,+1 281-471-9650
LPX,EVLA,Liepāja International Airport,"Liepāja, Latvia",56.51917,21.093336,http://www.liepaja-airport.lv/,Cimdenieki,Latvia,LV,
LPY,LFHP,Le Puy – Loudes Airport,"Le Puy-en-Velay, Auvergne, France",45.075233,3.7629657,,Chaspuzac,France,FR,+33 4 71 08 61 87
OCC,SECO,Francisco de Orellana Airport,"Puerto Francisco de Orellana (Coca), Ecuador",-0.4617447,-76.98622,,Coca,Ecuador,EC,
OCH,KOCH,A.L. Mangham Jr. Regional Airport,"Nacogdoches, Texas, United States",31.5789,-94.70405,http://www.ci.nacogdoches.tx.us/index.aspx?nid=634,Nacogdoches,United States,US,+1 936-560-9567
DJU,BIDV,Djúpivogur Airport,"Djúpivogur, Iceland",0.0,0.0,,,,,
DKA,,Katsina Airport,"Katsina, Nigeria",13.003712,7.660803,,Katsina,Nigeria,NG,
ILY,EGPI,Islay Airport (Glenegedale Airport),"Islay, Scotland, United Kingdom",55.68493,-6.249992,,Glenegedale,United Kingdom,GB,
IMK,VNST,Simikot Airport,"Simikot, Nepal",29.971079,81.818665,http://caanepal.gov.np/,Simikot,Nepal,NP,
ABJ,DIAP,Port Bouet Airport (Felix Houphouet Boigny Int'l),"Abidjan, Côte d'Ivoire",5.2544694,-3.9296293,http://www.aeria-ci.com/,Abidjan,Côte d'Ivoire,CI,+225 21 75 79 00
IXI,VELR,Lilabari Airport,"North Lakhimpur, Assam, India",27.28747,94.093,,North Lakhimpur,India,IN,+91 3752 234 831
LQK,KLQK,Pickens County Airport,"Pickens, South Carolina, United States",34.81012,-82.70191,http://www.co.pickens.sc.us/Pickens%20County%20Airport/default.aspx,Liberty,United States,US,+1 864-843-5803
LQM,SKLG,Caucayá Airport,"Puerto Leguízamo, Colombia",0.0,0.0,,,,,
LRB,FXLR,Leribe Airport,"Leribe (Hlotse), Lesotho",-28.854118,28.051636,,Hlotse,Lesotho,LS,
LRT,LFRH,Lorient South Brittany Airport (Lann-Bihoué Airport),"Lorient, Brittany, France",47.754097,-3.4372778,http://www.lorient.aeroport.fr/,Ploemeur,France,FR,+33 2 97 87 21 50
LRU,KLRU,Las Cruces International Airport,"Las Cruces, New Mexico, United States",32.291233,-106.920815,http://www.las-cruces.org/departments/economic-development/airport,Las Cruces,United States,US,+1 575-541-2471
IXJ,VIJU,Jammu Airport (Satwari Airport),"Jammu, Jammu and Kashmir, India",32.68085,74.84235,,Jammu,,,+91 191 243 7843
AEK,AYAX,Aseki Airport,"Aseki, Papua New Guinea",0.0,0.0,,,,,
ARL,DFER,Arly Airport,"Arly, Burkina Faso",0.0,0.0,,,,,
LRV,SVRS,Los Roques Airport,"Los Roques, Venezuela",11.944662,-66.67297,,Gran Roque,Venezuela,VE,
LSB,KLSB,Lordsburg Municipal Airport,"Lordsburg, New Mexico, United States",32.33672,-108.69383,https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?category=nasr&airportId=LSB,Lordsburg,United States,US,+1 575-542-3614
LSK,KLSK,Lusk Municipal Airport,"Lusk, Wyoming, United States",0.0,0.0,,,,,
LSM,WBGD,Long Semado Airport,"Long Semado, Sarawak, Malaysia",4.246988,115.5908,http://www.malaysiaairports.com.my/index.php?m=business&c=business_about&id=30,Lawas,Malaysia,MY,+60 85-615 204
LSN,KLSN,Los Banos Municipal Airport,"Los Banos, California, United States",37.063057,-120.86916,http://www.losbanos.org/index.php?option=com_content&view=article&id=69&Itemid=20,Los Banos,United States,US,+1 209-827-7034
LSO,LFOO,Les Sables-d'Olonne – Talmont Airport,"Les Sables-d'Olonne, Pays de la Loire, France",46.47626,-1.7211628,,Le Château-d'Olonne,France,FR,
BWE,EDVE,Braunschweig–Wolfsburg Airport,"Braunschweig, Lower Saxony, Germany",52.316364,10.559655,http://www.flughafen-braunschweig.de/,Braunschweig,Germany,DE,+49 531 354400
CHI,,metropolitan area2,"Chicago, Illinois, United States",0.0,0.0,,,,,
CKX,,Chicken Airport,"Chicken, Alaska, United States",64.06644,-141.95103,,Chicken,United States,US,+1 907-883-5128
LSQ,SCGE,Maria Dolores Airport,"Los Ángeles, Chile",-37.40163,-72.424805,http://www.clubaereolosangeles.cl/,Los Ángeles,Chile,CL,
LSV,KLSV,Nellis Air Force Base,"Las Vegas, Nevada, United States",36.241417,-115.050804,,Nellis Air Force Base,United States,US,
CRY,,Carlton Hill Airport,"Carlton Hill Station, Western Australia, Australia",0.0,0.0,,,,,
DMM,OEDF,King Fahd International Airport,"Dammam, Saudi Arabia",26.468325,49.79725,http://kfia.gov.sa/,Dammam,Saudi Arabia,SA,+966 13 883 1000
ITO,PHTO,Hilo International Airport,"Hilo, Hawaii, United States",19.718834,-155.04169,http://hawaii.gov/ito,Hilo,United States,US,+1 808-961-9300
ITP,SDUN,Itaperuna Airport,"Itaperuna, Rio de Janeiro, Brazil",-21.217072,-41.87118,,,Brazil,BR,
IWS,KIWS,West Houston Airport,"Houston, Texas, United States",29.815569,-95.67365,http://www.westhoustonairport.com/,Houston,United States,US,+1 281-492-2130
IXA,VEAT,Agartala Airport (Singerbhil Airport),"Agartala, Tripura, India",23.892742,91.24384,https://www.aai.aero/,Agartala,India,IN,+91 381 234 2224
IXB,VEBD,Bagdogra Airport,"Siliguri, West Bengal, India",26.684994,88.325424,https://www.aai.aero/,Siliguri,India,IN,+91 353 269 8431
IXC,VICG,Chandigarh Airport,"Chandigarh, India",30.667767,76.78623,http://www.airportchandigarh.com/,Sahibzada Ajit Singh Nagar,India,IN,+91 172 224 2004
IXD,VIAL,Allahabad Airport (Bamrauli Air Force Base),"Allahabad, Uttar Pradesh, India",25.443747,81.740425,,Allahabad,India,IN,
IXE,VOML,Mangalore Airport,"Mangalore, Karnataka, India",12.954507,74.88564,http://aai.aero/,Kenjar,India,IN,+91 824 222 0422
IXK,VAKS,Keshod Airport,"Keshod, Gujarat, India",21.318003,70.267044,https://www.aai.aero/en/airports/keshod,Keshod,India,IN,+91 2871 233 391
LSW,WITM,Malikus Saleh Airport,"Lhokseumawe, Indonesia",5.2287874,96.949104,,,Indonesia,ID,
LSX,WITL,Lhok Sukon Airport,"Lhoksukon, Indonesia",0.0,0.0,,,,,
IXM,VOMD,Madurai Airport,"Madurai, Tamil Nadu, India",9.838431,78.089455,http://maduraiairport.in/,Madurai,India,IN,+91 452 269 0717
AAT,ZWAT,Altay Airport,"Altay, Xinjiang, China",0.0,0.0,,,,,
ABB,DNAS,Asaba International Airport,"Asaba, Nigeria",6.20927,6.6611695,,Asaba,Nigeria,NG,
AFS,UTSN,Zarafshan Airport,"Zarafshan, Uzbekistan",41.61361,64.233055,,,Uzbekistan,UZ,
AIC,,Ailinglaplap Airok Airport,"Airok, Ailinglaplap Atoll, Marshall Islands",7.4,168.75,,,Marshall Islands,MH,
LSZ,LDLO,Lošinj Airport,"Lošinj, Croatia",44.56739,14.392698,http://www.airportmalilosinj.hr/contact/,Mali Lošinj,Croatia,HR,+385 51 231 666
LTA,FATZ,Tzaneen Airport (Letaba Airport),"Tzaneen, South Africa",-23.86025,30.15722,,Tzaneen,South Africa,ZA,
LTB,,Latrobe Airport,"Latrobe, Tasmania, Australia",40.273064,-79.40823,http://www.palmerairport.com/,Latrobe,United States,US,+1 724-539-8100
LTC,FTTH,Laï Airport,"Laï, Chad",48.756844,-3.471035,http://www.lannion.aeroport.fr/,Lannion,France,FR,+33 2 96 05 82 22
LTD,HLTD,Ghadames Airport,"Ghadames, Libya",30.14637,9.703354,,Ghadamis East,Libya,LY,
LRF,KLRF,Little Rock Air Force Base,"Jacksonville, Arkansas, United States",34.89641,-92.144684,,Jacksonville,United States,US,
LTG,VNLT,Langtang Airport,"Langtang, Nepal",0.0,0.0,,,,,
LSC,SCSE,La Florida Airport,"La Serena, Chile",-29.91533,-71.20108,https://www.avis.cl/sucursal/la-serena,La Serena,Chile,CL,+56 51 227 0353
LTI,ZMAT,Altai Airport,"Altai, Mongolia",46.37433,96.23275,,Altai,Mongolia,MN,
IXR,VERC,Birsa Munda Airport,"Ranchi, Jharkhand, India",23.31725,85.325226,https://www.aai.aero/,Ranchi,India,IN,+91 11 2463 2950
AGG,,Angoram Airport,"Angoram, Papua New Guinea",-3.5832548,143.66907,,Wewak,Papua New Guinea,PG,+675 456 2441
IXU,VAAU,Aurangabad Airport (Chikkalthana Airport),"Aurangabad, Maharashtra, India",19.863972,75.39605,,Aurangabad,India,IN,+91 240 247 1180
LSE,KLSE,La Crosse Regional Airport,"La Crosse, Wisconsin, United States",43.875782,-91.2579,http://www.lseairport.com/,La Crosse,United States,US,+1 608-789-7464
LSL,MRLC,Los Chiles Airport,"Los Chiles, Costa Rica",11.035277,-84.70611,,,Costa Rica,CR,
LSP,SVJC,Josefa Camejo International Airport,"Punto Fijo, Venezuela",0.0,0.0,,,,,
CRJ,,Coorabie Airport,"Coorabie, South Australia, Australia",-31.894861,132.29756,,Yalata,Australia,AU,
CWS,,Center Island Airport (FAA: 78WA),"Center Island, Washington, United States",48.48976,-122.83127,,Lopez Island,United States,US,+1 360-375-6093
DMO,KDMO,Sedalia Regional Airport,"Sedalia, Missouri, United States",38.70437,-93.17666,,Sedalia,United States,US,
DRS,EDDC,Dresden Airport,"Dresden, Saxony, Germany",51.132153,13.767207,http://www.dresden-airport.de/,Dresden,Germany,DE,+49 351 8813360
IXW,VEJS,Sonari Airport,"Jamshedpur, Jharkhand, India",22.815348,86.171814,http://www.aai.aero/,Jamshedpur,India,IN,+91 657 230 7740
IXY,VAKE,Kandla Airport (Gandhidham Airport),"Kandla / Gandhidham, Gujarat, India",23.111588,70.104004,,Gandhidham,India,IN,+91 2836 257 628
IXZ,VOPB,Veer Savarkar International Airport (Port Blair Airport),"Port Blair, Andaman and Nicobar Islands, India",11.641516,92.730125,https://www.aai.aero/en/airports/portblair,Port Blair,India,IN,+91 3192 235 619
JGA,VAJM,Jamnagar Airport (Govardhanpur Airport),"Jamnagar, Gujarat, India",22.46071,70.0159,,Jamnagar,India,IN,+91 288 271 2187
JGB,,Jagdalpur Airport,"Jagdalpur, Chhattisgarh, India",19.075598,82.03645,,Jagdalpur,India,IN,+91 75878 33897
JGD,ZYJD,Jiagedaqi Airport,"Jiagedaqi, Heilongjiang, China",50.375027,124.11845,,Da Hinggan Ling,China,CN,
LSS,TFFS,Les Saintes Airport,"Terre-de-Haut Island, Îles des Saintes, Guadeloupe",15.864716,-61.580227,http://www.lessaintes-resa.fr/transports/aeroports.html,,Guadeloupe,GP,+590 590 99 50 32
LST,YMLT,Launceston Airport,"Launceston, Tasmania, Australia",-41.543133,147.20726,http://www.launcestonairport.com.au/,Western Junction,Australia,AU,+61 3 6391 6222
LSY,YLIS,Lismore Airport,"Lismore, New South Wales, Australia",-28.836655,153.26329,http://www.lismore.nsw.gov.au/cp_themes/default/page.asp?p=DOC-YRC-87-72-53,Loftville,Australia,AU,+61 2 6622 2798
LVA,LFOV,Laval Entrammes Airport,"Laval, Pays de la Loire, France",48.03198,-0.7418444,,Laval,France,FR,+33 2 43 53 71 30
JOJ,,Doris Lake Aerodrome (TC: CDL7),"Doris Lake, Nunavut, Canada",0.0,0.0,,,,,
LUW,WAMW,Syukuran Aminuddin Amir Airport,"Luwuk, Indonesia",-1.0408252,122.77142,,,Indonesia,ID,+62 461 21524
LVB,SSLI,Galpões Airport,"Santana do Livramento, Rio Grande do Sul, Brazil",0.0,0.0,,,,,
LVL,KLVL,Lawrenceville/Brunswick Municipal Airport,"Lawrenceville, Virginia, United States",36.772224,-77.79451,,Lawrenceville,United States,US,
LVM,KLVM,Mission Field,"Livingston, Montana, United States",0.0,0.0,,,,,
LVS,KLVS,Las Vegas Municipal Airport,"Las Vegas, New Mexico, United States",35.654404,-105.14253,http://www.lasvegasnm.gov/business/municipal_airport/index.php,Las Vegas,United States,US,+1 505-454-0881
JSH,LGST,Sitia Public Airport,"Sitia, Greece",35.217102,26.097263,,Sitia,Greece,GR,+30 2843 020151
JSI,LGSK,Skiathos Island National Airport,"Skiathos, Greece",39.176613,23.501093,http://www.jsi-airport.gr/,Skiathos,Greece,GR,
KAB,FVKB,Kariba Airport,"Kariba, Zimbabwe",-16.51945,28.885027,,,Zimbabwe,ZW,
LBE,KLBE,Arnold Palmer Regional Airport,"Latrobe, Pennsylvania, United States",40.273064,-79.40823,http://www.palmerairport.com/,Latrobe,United States,US,+1 724-539-8100
LBF,KLBF,North Platte Regional Airport (Lee Bird Field),"North Platte, Nebraska, United States",41.129833,-100.69811,http://www.northplatteairport.com/,North Platte,United States,US,+1 308-532-1900
ALM,KALM,Alamogordo–White Sands Regional Airport,"Alamogordo, New Mexico, United States",32.839844,-105.99398,http://ci.alamogordo.nm.us/,Alamogordo,United States,US,+1 575-439-4110
AOL,SARL,Paso de los Libres Airport,"Paso de los Libres, Corrientes, Argentina",-29.688171,-57.153122,,Paso de los Libres,Argentina,AR,
ASH,KASH,Nashua Airport (Boire Field),"Nashua, New Hampshire, United States",42.780342,-71.51843,http://www.nashuaairport.com/,Nashua,United States,US,+1 603-882-0661
BGL,VNBL,Balewa Airport,"Baglung, Nepal",28.214434,83.66635,,Narayansthan,Nepal,NP,
BGT,,Bagdad Airport (FAA: E51),"Bagdad, Arizona, United States",0.0,0.0,,,,,
BJO,SLBJ,Bermejo Airport,"Bermejo, Bolivia",0.0,0.0,,,,,
DAO,,Dabo Airport,"Dabo, Papua New Guinea",-0.4777836,104.57783,,,Indonesia,ID,+62 776 21273
JHW,KJHW,Chautauqua County-Jamestown Airport,"Jamestown, New York, United States",42.152744,-79.25915,http://www.co.chautauqua.ny.us/330/Jamestown-Airport-JHW,Jamestown,United States,US,+1 716-484-0204
JKH,LGHI,Chios Island National Airport,"Chios, Greece",38.345394,26.142536,,,Greece,GR,+30 2271 081400
JKL,LGKY,Kalymnos Island National Airport,"Kalymnos, Greece",36.963333,26.940556,,,Greece,GR,+30 2243 059370
JKR,VNJP,Janakpur Airport,"Janakpur, Nepal",26.708828,85.924034,http://www.caanepal.org.np/,Janakpur,Nepal,NP,+977 41-520884
AMU,AYAM,Amanab Airport,"Amanab, Papua New Guinea",0.0,0.0,,,,,
AMY,,Ambatomainty Airport,"Ambatomainty, Madagascar",0.0,0.0,,,,,
AOB,,Annanberg Airport,"Annanberg, Papua New Guinea",0.0,0.0,,,,,
DGA,,Dangriga Airport,"Dangriga, Belize",16.982214,-88.22851,,Dangriga,Belize,BZ,+501 522-0617
LDI,HTLI,Lindi Airport (Kikwetu Airport),"Lindi, Tanzania",-9.850583,39.75914,,Lindi Kikwetu Airport,Tanzania,TZ,+255 755 719 864
LDJ,KLDJ,Linden Airport,"Linden, New Jersey, United States",40.61571,-74.243416,http://www.lindenairportnj.com/,Linden,United States,US,+1 908-862-5557
LWK,EGET,Tingwall Airport (Lerwick/Tingwall Airport),"Lerwick, Scotland, United Kingdom",60.189285,-1.2465222,http://www.shetland.gov.uk/transport/internal_air.asp,,United Kingdom,GB,+44 1595 840246
LDY,EGAE,City of Derry Airport,"Derry (Londonderry), Northern Ireland, United Kingdom",55.03954,-7.1558022,http://www.cityofderryairport.com/,Eglinton,United Kingdom,GB,+44 28 7181 0784
DGK,,Dugong Beach Lodge Airstrip,"Dugong Beach Lodge, Mozambique",-22.132292,35.44358,,Vilanculos,Mozambique,MZ,+258 29 384 203
LEJ,EDDP,Leipzig/Halle Airport,"Leipzig, Saxony / Halle, Saxony-Anhalt,2 Germany",51.42208,12.220381,http://www.leipzig-halle-airport.de/,Schkeuditz,Germany,DE,+49 341 2241155
COL,,Coll Airport,"Coll, Scotland, United Kingdom",56.602177,-6.6176524,http://www.obanandtheislesairports.com/,,United Kingdom,GB,+44 1631 572910
CUK,,Caye Caulker Airport,"Caye Caulker, Belize",17.516092,-88.19467,,Belize City,Belize,BZ,+501 224-5671
LFT,KLFT,Lafayette Regional Airport,"Lafayette, Louisiana, United States",30.205482,-91.98942,http://www.lftairport.com/Home,Lafayette,United States,US,+1 337-266-4400
LWA,,Lebak Airport,"Lebak, Philippines",-6.5356727,105.83667,,,Indonesia,ID,
ADC,AYAN,Andakombe Airport,"Andakombe, Papua New Guinea",0.0,0.0,,,,,
AFT,AGAF,Afutara Airport,"Afutara, Malaita, Solomon Islands",-9.191249,160.94923,,Afutara,Solomon Islands,SB,
AGQ,LGAG,Agrinion Airport,"Agrinion, Greece",38.602413,21.351574,,Agrinio,Greece,GR,
AGV,SVAC,Oswaldo Guevara Mujica Airport,"Acarigua, Venezuela",0.0,0.0,,,,,
AGX,VOAT,Agatti Aerodrome,"Agatti Island, Lakshadweep, India",10.828119,72.179306,https://www.aai.aero/,Agatti,India,IN,+91 4894 242 615
AIE,AYAO,Aiome Airport,"Aiome, Papua New Guinea",0.0,0.0,,,,,
LXG,VLLN,Louang Namtha Airport,"Luang Namtha, Laos",20.954252,101.40072,,Luang Namtha,Laos,LA,
DOK,UKCC,Donetsk International Airport,"Donetsk, Ukraine",48.90232,38.5406,,,Ukraine,UA,
DUS,EDDL,Düsseldorf Airport,"Düsseldorf, North Rhine-Westphalia, Germany",51.287613,6.7667913,http://www.dus.com/,Düsseldorf,Germany,DE,+49 211 4210
FIE,EGEF,Fair Isle Airport,"Fair Isle, Scotland, United Kingdom",59.53457,-1.6286697,,,United Kingdom,GB,
NQT,EGBN,Nottingham Airport,"Nottingham, England, United Kingdom",52.918716,-1.0808551,http://www.aeros.co.uk/locations/nottingham-2/,Nottingham,United Kingdom,GB,+44 115 981 3463
OHE,ZYMH,Mohe Gulian Airport,"Mohe, Heilongjiang, China",52.925976,122.42661,,Da Hinggan Ling,China,CN,
OHH,UHSH,Okha Airport (Novostroyka Airport),"Okha, Sakhalin Oblast, Russia",53.517883,142.89047,http://airportokha.ru/,Okha,Russia,RU,+7 424 375-08-31
LXN,KLXN,Jim Kelly Field,"Lexington, Nebraska, United States",40.790554,-99.77583,,Lexington,United States,US,+1 308-324-8770
LXR,HELX,Luxor International Airport,"Luxor, Egypt",25.673883,32.701492,,,Egypt,EG,+20 95 2324455
DOI,AYDO,Doini Island Airport,"Doini Island, Papua New Guinea",-10.310449,150.33391,,Gurney,Papua New Guinea,PG,+675 641 0010
LXS,LGLM,Lemnos International Airport,"Lemnos (Limnos), Greece",39.923714,25.239305,,,Greece,GR,+30 2254 029400
LFW,DXXX,Lomé–Tokoin Airport (Gnassingbé Eyadéma Int'l),"Lomé, Togo",6.1705465,1.2530653,https://www.aeroport-lome.com/,Lome,Togo,TG,+228 22 23 60 60
LGA,KLGA,LaGuardia Airport,"New York City, New York, United States",40.776928,-73.87396,http://www.panynj.gov/airports/laguardia.html,New York,United States,US,+1 718-533-3400
LGB,KLGB,Long Beach Airport,"Long Beach, California, United States",33.817818,-118.1525,http://www.lgb.org/,Long Beach,United States,US,+1 562-570-2600
AIY,KAIY,Atlantic City Municipal Airport (Bader Field) (closed 2006),"Atlantic City, New Jersey, United States",39.360302,-74.456604,http://sjta.com/,Atlantic City,United States,US,
BAJ,,Bali Airport,"Bali, Papua New Guinea",-8.746717,115.16679,http://bali-airport.com/,,Indonesia,ID,+62 361 9351011
LGD,KLGD,La Grande/Union County Airport,"La Grande, Oregon, United States",45.2893,-118.00853,,La Grande,United States,US,+1 541-963-6615
LGG,EBLG,Liège Airport,"Liège, Belgium",50.64116,5.4479117,http://www.liegeairport.com/,Grâce-Hollogne,Belgium,BE,+32 4 234 84 11
LGI,MYLD,Deadman's Cay Airport,"Deadman's Cay, Long Island, Bahamas",23.178904,-75.09393,https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?category=nasr&airportId=MYLD,Deadman's Cay Settlement,The Bahamas,BS,+1 242-337-7077
LGK,WMKL,Langkawi International Airport,"Langkawi, Kedah, Malaysia",6.34206,99.73152,http://www.malaysiaairports.com.my/index.php/international/langkawi-international-airport,Langkawi,Malaysia,MY,+60 4-955 1311
